# timestamp tx ty tz qx qy qz qw
1305031454.127701 -0.171980 0.129113 -0.234580 0.071238 -0.112190 -0.058445 0.989405
1305031454.159672 -0.185788 0.139691 -0.235486 0.074101 -0.125645 -0.071275 0.986733
1305031454.191658 -0.196147 0.140206 -0.234636 0.071297 -0.142398 -0.085593 0.983521
1305031454.227671 -0.217959 0.133115 -0.232560 0.070646 -0.156124 -0.103469 0.979760
1305031454.259627 -0.217080 0.139736 -0.230124 0.078123 -0.172346 -0.119439 0.974642
1305031454.291639 -0.226872 0.145805 -0.232725 0.077157 -0.179029 -0.131406 0.971971
1305031454.327699 -0.248062 0.137607 -0.237720 0.074557 -0.185510 -0.148084 0.968555
1305031454.359636 -0.249682 0.144006 -0.234854 0.082039 -0.198502 -0.161476 0.963220
1305031454.391677 -0.257134 0.151368 -0.238116 0.084567 -0.206151 -0.174437 0.959126
1305031454.427465 -0.273348 0.154273 -0.244070 0.085229 -0.215273 -0.190093 0.954074
1305031454.459913 -0.271530 0.157527 -0.241819 0.087851 -0.226871 -0.204982 0.948047
1305031454.491617 -0.276719 0.162909 -0.245070 0.089999 -0.231183 -0.220974 0.943199
1305031454.527700 -0.277895 0.171301 -0.245256 0.090463 -0.238114 -0.236561 0.937634
1305031454.559575 -0.284167 0.183411 -0.246528 0.089691 -0.243098 -0.249680 0.933016
1305031454.591635 -0.294693 0.193263 -0.249983 0.088170 -0.250860 -0.267366 0.926181
1305031454.627580 -0.296466 0.199175 -0.247977 0.086641 -0.264618 -0.280128 0.918694
1305031454.659528 -0.294795 0.211222 -0.250641 0.082787 -0.276462 -0.286585 0.913556
1305031454.691884 -0.298164 0.216420 -0.252419 0.075635 -0.289761 -0.295492 0.907195
1305031454.727659 -0.289481 0.218798 -0.247547 0.071112 -0.305848 -0.299029 0.901100
1305031454.759732 -0.282759 0.223965 -0.244999 0.065260 -0.312990 -0.294887 0.900456
1305031454.791641 -0.277821 0.228152 -0.243900 0.059794 -0.316612 -0.287924 0.901821
1305031454.827570 -0.268856 0.236947 -0.243441 0.055818 -0.318939 -0.281253 0.903360
1305031454.859620 -0.263550 0.244219 -0.242277 0.050507 -0.316557 -0.274050 0.906718
1305031454.891764 -0.259987 0.251159 -0.242295 0.046284 -0.311927 -0.266599 0.910760
1305031454.927567 -0.259034 0.260811 -0.243543 0.042838 -0.305908 -0.260193 0.914814
1305031454.959648 -0.260683 0.271135 -0.247636 0.040163 -0.299565 -0.254170 0.918720
1305031454.991937 -0.264193 0.279529 -0.254924 0.036924 -0.294805 -0.247912 0.922099
1305031455.027799 -0.264744 0.292195 -0.258751 0.037359 -0.293815 -0.244413 0.923331
1305031455.059636 -0.269434 0.299735 -0.260856 0.035934 -0.290468 -0.242586 0.924927
1305031455.091700 -0.274869 0.309549 -0.266650 0.038751 -0.286094 -0.241984 0.926333
1305031455.127695 -0.280923 0.322528 -0.271876 0.040972 -0.280541 -0.240516 0.928316
1305031455.159720 -0.290061 0.332650 -0.278222 0.039900 -0.275021 -0.236548 0.931030
1305031455.191655 -0.300028 0.341756 -0.281580 0.036532 -0.270863 -0.230935 0.933792
1305031455.227581 -0.309381 0.349169 -0.284848 0.036049 -0.267655 -0.225225 0.936128
1305031455.259631 -0.316085 0.364310 -0.288387 0.035075 -0.262974 -0.218071 0.939180
1305031455.291831 -0.330000 0.367335 -0.294416 0.025343 -0.255864 -0.209362 0.943429
1305031455.327766 -0.341915 0.378844 -0.301507 0.020631 -0.252067 -0.198108 0.946990
1305031455.359630 -0.347276 0.391280 -0.303047 0.014738 -0.251044 -0.192024 0.948624
1305031455.391665 -0.359732 0.390619 -0.305451 0.002453 -0.243522 -0.184580 0.952166
1305031455.427642 -0.375079 0.393345 -0.317184 -0.005894 -0.234099 -0.174899 0.956333
1305031455.459589 -0.390384 0.392528 -0.324952 -0.012292 -0.229171 -0.166620 0.958941
1305031455.491637 -0.403150 0.399313 -0.333567 -0.015562 -0.224428 -0.156208 0.961764
1305031455.527610 -0.421107 0.396776 -0.344425 -0.022145 -0.219006 -0.143764 0.964820
1305031455.559669 -0.440544 0.400431 -0.356948 -0.023701 -0.216916 -0.130683 0.967113
1305031455.591645 -0.454774 0.405674 -0.369885 -0.025688 -0.216707 -0.116968 0.968864
1305031455.627617 -0.472875 0.399937 -0.378850 -0.032661 -0.213421 -0.104549 0.970801
1305031455.659615 -0.490273 0.394946 -0.391391 -0.031357 -0.210105 -0.099634 0.972083
1305031455.691605 -0.507106 0.397979 -0.403931 -0.026470 -0.207056 -0.100579 0.972785
1305031455.727628 -0.522720 0.395028 -0.414976 -0.024865 -0.203019 -0.105648 0.973141
1305031455.759683 -0.539412 0.395906 -0.425934 -0.022433 -0.196285 -0.108856 0.974228
1305031455.791666 -0.557689 0.386459 -0.439618 -0.022490 -0.189359 -0.107821 0.975711
1305031455.827590 -0.574317 0.385500 -0.455413 -0.019464 -0.184465 -0.107618 0.976735
1305031455.859526 -0.589178 0.381688 -0.467912 -0.019242 -0.181465 -0.109324 0.977112
1305031455.891657 -0.602021 0.382937 -0.476765 -0.017334 -0.177853 -0.109309 0.977814
1305031455.927955 -0.614609 0.377249 -0.487596 -0.018598 -0.173528 -0.110312 0.978455
1305031455.959716 -0.625914 0.377501 -0.499109 -0.017105 -0.169106 -0.112772 0.978975
1305031455.991694 -0.636399 0.375302 -0.507678 -0.018847 -0.164038 -0.115306 0.979511
1305031456.027770 -0.645396 0.380999 -0.517795 -0.021337 -0.157413 -0.118898 0.980117
1305031456.059713 -0.660827 0.372366 -0.523733 -0.031940 -0.150365 -0.126897 0.979932
1305031456.091707 -0.676079 0.362508 -0.529418 -0.038796 -0.144379 -0.132432 0.979853
1305031456.127645 -0.688733 0.356422 -0.534280 -0.040476 -0.139175 -0.134048 0.980318
1305031456.159731 -0.696957 0.344864 -0.537124 -0.043159 -0.134207 -0.134555 0.980827
1305031456.191658 -0.706147 0.332930 -0.538756 -0.040409 -0.126798 -0.132217 0.982246
1305031456.227678 -0.713090 0.337461 -0.543453 -0.035217 -0.117027 -0.128602 0.984137
1305031456.291675 -0.739391 0.320639 -0.543456 -0.035921 -0.093033 -0.121530 0.987565
1305031456.327718 -0.749772 0.313677 -0.541260 -0.032301 -0.082887 -0.115366 0.989332
1305031456.391619 -0.774237 0.308727 -0.535920 -0.027655 -0.057069 -0.106373 0.992302
1305031456.427662 -0.794440 0.314456 -0.532730 -0.018586 -0.043267 -0.099122 0.993960
1305031456.491677 -0.834973 0.328748 -0.518176 -0.021605 -0.031922 -0.086925 0.995469
1305031456.527641 -0.850813 0.329857 -0.509292 -0.027349 -0.031166 -0.081361 0.995822
1305031456.591651 -0.871577 0.336531 -0.489990 -0.027560 -0.026394 -0.069636 0.996842
1305031456.627612 -0.875245 0.351400 -0.483014 -0.036217 -0.023078 -0.062572 0.997116
1305031456.691612 -0.915845 0.332773 -0.460492 -0.051884 -0.007217 -0.046717 0.997534
1305031456.727693 -0.933820 0.346431 -0.452778 -0.054000 -0.003524 -0.037162 0.997843
1305031456.791649 -0.931122 0.336830 -0.454356 -0.060578 -0.019528 -0.025225 0.997654
1305031456.827603 -0.937064 0.359146 -0.444337 -0.055754 -0.023833 -0.017430 0.998008
1305031456.891672 -0.959839 0.348647 -0.419458 -0.069149 -0.018671 -0.005692 0.997415
1305031456.927690 -0.970001 0.356568 -0.411712 -0.062541 -0.012927 0.001612 0.997957
1305031456.959667 -0.986069 0.372419 -0.408441 -0.060205 -0.004580 0.006429 0.998155
1305031456.991709 -0.998451 0.368827 -0.397741 -0.069821 0.000672 0.008770 0.997521
1305031457.027648 -1.011779 0.367904 -0.393546 -0.072183 0.005907 0.012261 0.997299
1305031457.091655 -1.034125 0.373348 -0.389292 -0.083997 0.016565 0.022299 0.996079
1305031457.127632 -1.046177 0.365240 -0.387735 -0.089067 0.023692 0.026862 0.995381
1305031457.191735 -1.073511 0.368685 -0.395786 -0.085256 0.040231 0.039869 0.994748
1305031457.227543 -1.089007 0.363921 -0.398957 -0.090227 0.048390 0.045693 0.993695
1305031457.291656 -1.115619 0.351357 -0.410788 -0.083053 0.065079 0.057718 0.992741
1305031457.327548 -1.130143 0.354781 -0.420645 -0.078778 0.075321 0.062668 0.992065
1305031457.391684 -1.159468 0.338593 -0.434656 -0.076510 0.098610 0.076269 0.989245
1305031457.427641 -1.184206 0.337645 -0.443761 -0.072594 0.110268 0.083412 0.987731
1305031457.491705 -1.218840 0.321145 -0.458549 -0.072943 0.118448 0.091111 0.986077
1305031457.527638 -1.231546 0.312672 -0.468301 -0.070012 0.121966 0.094301 0.985561
1305031457.559685 -1.247636 0.307815 -0.476921 -0.066171 0.128100 0.098015 0.984685
1305031457.591678 -1.269553 0.306480 -0.484608 -0.061954 0.135200 0.101125 0.983695
1305031457.627526 -1.283348 0.294321 -0.489612 -0.063262 0.137328 0.104192 0.982997
1305031457.659632 -1.302666 0.296484 -0.497973 -0.058187 0.141034 0.107615 0.982417
1305031457.691570 -1.317202 0.289008 -0.502645 -0.063858 0.141886 0.110884 0.981578
1305031457.727669 -1.327704 0.268459 -0.505715 -0.069128 0.142733 0.110276 0.981167
1305031457.759556 -1.343302 0.255317 -0.510339 -0.067715 0.146141 0.108382 0.980974
1305031457.791567 -1.348692 0.237792 -0.515073 -0.062700 0.148959 0.107667 0.980963
1305031457.827699 -1.372043 0.244439 -0.517081 -0.048841 0.159662 0.108797 0.979942
1305031457.859623 -1.387080 0.232749 -0.520194 -0.048013 0.168698 0.108684 0.978480
1305031457.891593 -1.401156 0.207651 -0.519513 -0.044713 0.176882 0.110120 0.977030
1305031457.927633 -1.426171 0.206700 -0.519224 -0.029776 0.184982 0.112152 0.975867
1305031457.991644 -1.454078 0.191669 -0.516757 -0.018292 0.188850 0.116281 0.974925
1305031458.027845 -1.463139 0.180541 -0.513209 -0.010410 0.192165 0.116572 0.974359
1305031458.059689 -1.480613 0.187409 -0.512243 0.000831 0.197926 0.118908 0.972978
1305031458.091690 -1.497561 0.187711 -0.504944 0.001856 0.203475 0.120831 0.971594
1305031458.127605 -1.513857 0.175385 -0.493246 -0.001031 0.209119 0.121399 0.970325
1305031458.159638 -1.532209 0.163608 -0.480258 -0.000723 0.213864 0.122767 0.969118
1305031458.191646 -1.554256 0.168865 -0.464520 0.001995 0.216691 0.126424 0.968018
1305031458.227611 -1.571791 0.160494 -0.448344 -0.006099 0.216040 0.127917 0.967950
1305031458.259934 -1.581337 0.126964 -0.431503 -0.015445 0.214315 0.125240 0.968579
1305031458.291664 -1.601470 0.124036 -0.416292 -0.005759 0.212896 0.124136 0.969140
1305031458.327628 -1.613735 0.120324 -0.401120 -0.003523 0.208125 0.126305 0.969906
1305031458.359590 -1.623997 0.096607 -0.382879 -0.000358 0.205798 0.126827 0.970341
1305031458.391626 -1.635123 0.102945 -0.363561 0.014601 0.204461 0.129420 0.970172
1305031458.427598 -1.639504 0.104436 -0.348415 0.023921 0.204033 0.136740 0.969072
1305031458.459637 -1.634178 0.101199 -0.333841 0.036103 0.206858 0.143400 0.967131
1305031458.491696 -1.634944 0.095150 -0.317026 0.055160 0.217249 0.141703 0.964199
1305031458.527737 -1.650673 0.106433 -0.294561 0.075745 0.230544 0.137290 0.960346
1305031458.559628 -1.655113 0.114520 -0.274420 0.084635 0.239525 0.134169 0.957843
1305031458.591641 -1.669695 0.115488 -0.248175 0.093791 0.249465 0.126422 0.955504
1305031458.627659 -1.681936 0.147096 -0.220152 0.103279 0.251887 0.120518 0.954653
1305031458.659623 -1.696108 0.150413 -0.191267 0.098291 0.251659 0.121208 0.955152
1305031458.691674 -1.701868 0.153424 -0.170464 0.092964 0.238571 0.114483 0.959862
1305031458.727650 -1.695745 0.145927 -0.155234 0.088735 0.222857 0.106358 0.964960
1305031458.759945 -1.700163 0.152855 -0.137780 0.095167 0.209372 0.094874 0.968558
1305031458.791632 -1.692104 0.169190 -0.122331 0.097102 0.191570 0.086092 0.972862
1305031458.827564 -1.682237 0.172260 -0.105563 0.091535 0.181034 0.083616 0.975631
1305031458.891665 -1.670084 0.164788 -0.090103 0.096032 0.174681 0.074242 0.977114
1305031458.927621 -1.674649 0.175308 -0.083971 0.098341 0.179771 0.079002 0.975587
1305031458.959617 -1.681272 0.165533 -0.073024 0.090254 0.186953 0.093630 0.973723
1305031458.991647 -1.687018 0.138426 -0.060369 0.086404 0.192792 0.098626 0.972440
1305031459.027665 -1.711691 0.129133 -0.049751 0.095476 0.195855 0.095962 0.971245
1305031459.059631 -1.734983 0.112915 -0.035940 0.102415 0.191737 0.105552 0.970364
1305031459.127618 -1.764300 0.119630 -0.038663 0.117405 0.183088 0.118990 0.968781
1305031459.159639 -1.799272 0.085789 0.003955 0.134732 0.137117 0.118222 0.974202
1305031459.191674 -1.837714 0.045495 0.027428 0.144683 0.093989 0.117472 0.977974
1305031459.227607 -1.815410 0.079852 0.015790 0.142546 0.105962 0.138032 0.974372
1305031459.259760 -1.782855 0.122601 -0.027174 0.141905 0.109633 0.152453 0.971906
1305031459.327632 -1.821297 0.092628 0.045377 0.141073 0.129013 0.173369 0.966125
1305031459.359651 -1.879686 0.076540 0.119716 0.150294 0.162088 0.194515 0.955669
1305031459.391667 -1.896430 0.099029 0.130028 0.153417 0.186333 0.220751 0.944993
1305031459.427646 -1.895538 0.096588 0.130892 0.141897 0.211921 0.256707 0.932232
1305031459.459679 -1.904810 0.100237 0.126437 0.141461 0.242173 0.294893 0.913444
1305031459.527594 -1.934624 0.104712 0.141304 0.125928 0.280587 0.360577 0.880567
1305031459.559647 -1.958931 0.092645 0.163458 0.120509 0.305368 0.380499 0.864551
1305031459.591695 -1.982889 0.089482 0.181192 0.121179 0.317680 0.396683 0.852665
1305031459.627608 -1.999169 0.083099 0.184231 0.117080 0.320760 0.406184 0.847596
1305031459.659641 -2.010970 0.083379 0.189152 0.117393 0.326469 0.407022 0.844968
1305031459.691604 -2.024805 0.081886 0.199565 0.113088 0.336938 0.410563 0.839716
1305031459.727551 -2.034090 0.063730 0.204794 0.104792 0.345104 0.414963 0.835301
1305031459.791650 -2.064556 0.032608 0.217522 0.103156 0.357154 0.409127 0.833316
1305031459.827664 -2.078939 0.018709 0.226390 0.101637 0.358840 0.407018 0.833810
1305031459.859660 -2.093613 0.004693 0.236458 0.096961 0.358827 0.405536 0.835094
1305031459.891596 -2.101728 -0.010783 0.245098 0.091826 0.354862 0.408788 0.835783
1305031459.927607 -2.104010 -0.026313 0.257517 0.090975 0.353191 0.412535 0.834742
1305031459.991725 -2.119748 -0.052686 0.274093 0.086990 0.350992 0.419862 0.832438
1305031460.027565 -2.122161 -0.066392 0.281048 0.086019 0.350618 0.422945 0.831135
1305031460.059659 -2.128802 -0.082800 0.289633 0.086099 0.351971 0.424658 0.829680
1305031460.091717 -2.136261 -0.100569 0.297543 0.088414 0.348605 0.430760 0.827710
1305031460.127690 -2.138416 -0.118435 0.305235 0.093775 0.340751 0.439928 0.825566
1305031460.159678 -2.142466 -0.127388 0.314237 0.102070 0.333780 0.446395 0.823957
1305031460.191559 -2.142211 -0.136178 0.323753 0.102899 0.327645 0.453278 0.822557
1305031460.227761 -2.133605 -0.146277 0.326195 0.102456 0.325041 0.457438 0.821341
1305031460.291689 -2.128752 -0.166430 0.334600 0.102952 0.339200 0.457647 0.815416
1305031460.327512 -2.124128 -0.174873 0.341686 0.104041 0.346695 0.458607 0.811577
1305031460.391611 -2.119579 -0.193730 0.352425 0.098761 0.363779 0.465158 0.800962
1305031460.427477 -2.117722 -0.203936 0.357739 0.097474 0.373516 0.469581 0.794027
1305031460.459620 -2.114449 -0.207270 0.363262 0.095802 0.384434 0.472191 0.787444
1305031460.491504 -2.115017 -0.212553 0.367576 0.090579 0.396084 0.477979 0.778749
1305031460.527570 -2.111500 -0.224089 0.371000 0.083730 0.404698 0.488971 0.768190
1305031460.559647 -2.109851 -0.239549 0.380536 0.077251 0.415410 0.493695 0.760087
1305031460.591855 -2.109519 -0.248994 0.385489 0.073147 0.423713 0.494459 0.755399
1305031460.627625 -2.105725 -0.259658 0.389600 0.069696 0.430792 0.497417 0.749758
1305031460.659764 -2.108158 -0.270622 0.397505 0.067363 0.439451 0.496158 0.745770
1305031460.691671 -2.111899 -0.282562 0.409100 0.064226 0.445624 0.496756 0.741975
1305031460.727675 -2.110596 -0.290267 0.416180 0.059528 0.447533 0.496822 0.741173
1305031460.759667 -2.109162 -0.301225 0.426778 0.055793 0.454183 0.494579 0.738916
1305031460.791660 -2.110147 -0.313871 0.437827 0.052340 0.459483 0.493668 0.736497
1305031460.827660 -2.108240 -0.322361 0.446640 0.047232 0.461124 0.491733 0.737111
1305031460.859714 -2.103828 -0.328392 0.452666 0.040858 0.463334 0.490187 0.737136
1305031460.891774 -2.100047 -0.340900 0.462862 0.032612 0.468603 0.488537 0.735309
1305031460.927562 -2.095002 -0.354031 0.473033 0.025692 0.470859 0.489252 0.733665
1305031460.991668 -2.075227 -0.381867 0.483920 0.018929 0.474605 0.492792 0.729073
1305031461.027620 -2.068297 -0.394146 0.492811 0.019246 0.477449 0.493206 0.726925
1305031461.091728 -2.059029 -0.409653 0.508782 0.020871 0.477214 0.492758 0.727338
1305031461.127586 -2.046916 -0.416878 0.509944 0.018164 0.475450 0.492045 0.729047
1305031461.159720 -2.036735 -0.430382 0.516441 0.017788 0.477703 0.490852 0.728387
1305031461.192013 -2.031583 -0.432921 0.521572 0.020314 0.478362 0.486071 0.731089
1305031461.227607 -2.026763 -0.435352 0.530844 0.020494 0.481293 0.482279 0.731672
1305031461.259642 -2.019039 -0.443908 0.536465 0.020368 0.482377 0.479566 0.732744
1305031461.291656 -2.014118 -0.445907 0.542368 0.021712 0.483769 0.472825 0.736161
1305031461.327751 -2.007584 -0.443830 0.546644 0.022813 0.486003 0.467844 0.737837
1305031461.359709 -2.008201 -0.441672 0.555663 0.019099 0.490473 0.463383 0.737799
1305031461.391708 -1.994218 -0.449882 0.559761 0.010206 0.489204 0.466731 0.736707
1305031461.427624 -1.985841 -0.451138 0.561372 0.009257 0.489488 0.465251 0.737466
1305031461.459781 -1.984079 -0.447309 0.564223 0.007204 0.489049 0.467015 0.736665
1305031461.491677 -1.966504 -0.458866 0.560401 0.000092 0.487260 0.470850 0.735444
1305031461.527705 -1.964736 -0.457188 0.560810 0.004868 0.489718 0.467373 0.736013
1305031461.559677 -1.959975 -0.450660 0.552965 0.004120 0.488975 0.464399 0.738391
1305031461.591690 -1.956325 -0.444811 0.549175 0.003669 0.495450 0.459632 0.737058
1305031461.627541 -1.956063 -0.442082 0.547958 0.000462 0.501075 0.459206 0.733521
1305031461.659622 -1.954497 -0.436704 0.546400 -0.001577 0.505457 0.458373 0.731030
1305031461.691563 -1.956010 -0.429131 0.543598 -0.001329 0.507191 0.462755 0.727058
1305031461.727602 -1.950236 -0.423273 0.538203 -0.003029 0.506053 0.469245 0.723678
1305031461.759684 -1.952918 -0.412171 0.532398 -0.001812 0.507138 0.470577 0.722056
1305031461.791612 -1.953506 -0.399799 0.525101 -0.003884 0.507121 0.474610 0.719415
1305031461.827615 -1.952714 -0.389947 0.518980 -0.004816 0.510002 0.478609 0.714709
1305031461.859767 -1.960633 -0.371185 0.514331 -0.000860 0.512939 0.483654 0.709205
1305031461.891723 -1.965985 -0.363452 0.519969 -0.004673 0.516369 0.493458 0.699886
1305031461.927758 -1.966745 -0.352051 0.517092 -0.007700 0.513490 0.503909 0.694510
1305031461.959703 -1.968816 -0.330320 0.499149 -0.007220 0.511088 0.508533 0.692915
1305031461.991590 -1.990866 -0.304815 0.499144 -0.002727 0.516546 0.512614 0.685857
1305031462.027675 -1.993314 -0.302723 0.510097 -0.013208 0.518448 0.521968 0.677190
1305031462.059837 -1.994664 -0.296753 0.513090 -0.015136 0.513636 0.534457 0.671047
1305031462.091777 -2.000685 -0.286741 0.510448 -0.013093 0.506833 0.545680 0.667219
1305031462.127739 -2.005057 -0.277236 0.505705 -0.013806 0.501408 0.555000 0.663607
1305031462.159646 -2.007460 -0.272968 0.505512 -0.017795 0.498896 0.561191 0.660191
1305031462.191641 -2.014479 -0.263647 0.503268 -0.019930 0.497151 0.561508 0.661175
1305031462.227633 -2.021932 -0.259284 0.506408 -0.025947 0.497892 0.563264 0.658912
1305031462.259765 -2.026474 -0.256450 0.510563 -0.034205 0.497216 0.562975 0.659292
1305031462.291629 -2.032091 -0.251746 0.512429 -0.041522 0.493968 0.561392 0.662654
1305031462.327540 -2.040039 -0.244628 0.512273 -0.049108 0.490629 0.558262 0.667245
1305031462.359732 -2.051333 -0.238378 0.518462 -0.056228 0.490671 0.553061 0.670972
1305031462.391695 -2.059962 -0.233071 0.526892 -0.065313 0.487633 0.550212 0.674697
1305031462.427635 -2.067822 -0.227668 0.531368 -0.074346 0.481772 0.547925 0.679814
1305031462.459897 -2.080708 -0.219847 0.536401 -0.080849 0.475168 0.543349 0.687350
1305031462.492008 -2.090466 -0.212029 0.537710 -0.089659 0.466686 0.540821 0.694030
1305031462.527670 -2.097620 -0.210377 0.540678 -0.096508 0.460152 0.539292 0.698649
1305031462.559862 -2.104655 -0.205148 0.534114 -0.100814 0.449057 0.535692 0.707968
1305031462.591862 -2.111055 -0.203839 0.527852 -0.105981 0.442665 0.530797 0.714892
1305031462.627851 -2.120209 -0.196009 0.520900 -0.108193 0.438068 0.521971 0.723835
1305031462.659660 -2.129955 -0.186326 0.517510 -0.107939 0.437678 0.510147 0.732487
1305031462.692548 -2.140497 -0.184044 0.514397 -0.108039 0.437023 0.500846 0.739251
1305031462.727652 -2.151030 -0.181487 0.510449 -0.109982 0.432402 0.491774 0.747723
1305031462.759782 -2.161384 -0.169632 0.500145 -0.109276 0.423907 0.481185 0.759488
1305031462.791943 -2.170945 -0.160758 0.490151 -0.109716 0.418062 0.473880 0.767219
1305031462.827816 -2.181666 -0.150995 0.480577 -0.110299 0.412385 0.468998 0.773184
1305031462.859782 -2.191271 -0.134113 0.468746 -0.110981 0.407065 0.461726 0.780250
1305031462.891847 -2.199999 -0.114198 0.452394 -0.106511 0.404543 0.455984 0.785544
1305031462.927607 -2.204976 -0.106472 0.437974 -0.106581 0.403029 0.454733 0.787036
1305031462.959676 -2.207525 -0.098752 0.421075 -0.104886 0.398054 0.454062 0.790177
1305031462.995550 -2.207003 -0.092205 0.407134 -0.102525 0.393901 0.450525 0.794580
1305031463.027667 -2.208888 -0.084852 0.390239 -0.097175 0.389700 0.443961 0.800993
1305031463.059810 -2.215498 -0.072551 0.375113 -0.090460 0.384355 0.435122 0.809171
1305031463.095809 -2.220801 -0.062724 0.362232 -0.089889 0.381217 0.425420 0.815850
1305031463.127550 -2.219132 -0.057152 0.346621 -0.088063 0.378639 0.417388 0.821380
1305031463.159787 -2.222974 -0.045195 0.329541 -0.083220 0.376127 0.406272 0.828581
1305031463.195657 -2.226651 -0.031853 0.314421 -0.082204 0.373678 0.397599 0.833980
1305031463.227784 -2.220916 -0.024653 0.301575 -0.084245 0.370298 0.393579 0.837184
1305031463.260034 -2.217269 -0.015728 0.285628 -0.078644 0.369136 0.388932 0.840408
1305031463.295737 -2.219971 -0.006045 0.271368 -0.076535 0.368377 0.382376 0.843937
1305031463.327739 -2.213226 0.003933 0.258931 -0.075328 0.363044 0.380523 0.847188
1305031463.359750 -2.207096 0.009308 0.245557 -0.070156 0.358628 0.378458 0.850431
1305031463.395630 -2.205775 0.021589 0.231481 -0.065179 0.353879 0.373327 0.855072
1305031463.427716 -2.198949 0.034641 0.218654 -0.064213 0.349670 0.369186 0.858667
1305031463.459756 -2.191663 0.047301 0.205252 -0.062581 0.347723 0.366515 0.860720
1305031463.495629 -2.182286 0.060011 0.189792 -0.062746 0.346345 0.365052 0.861885
1305031463.527670 -2.166206 0.068004 0.173481 -0.063220 0.346581 0.364866 0.861834
1305031463.559751 -2.164492 0.075725 0.161490 -0.059452 0.350933 0.363480 0.860926
1305031463.595600 -2.158274 0.083847 0.146088 -0.058909 0.347701 0.364246 0.861951
1305031463.627588 -2.141475 0.085540 0.128117 -0.060728 0.343460 0.363126 0.863995
1305031463.659766 -2.131262 0.091898 0.111297 -0.052564 0.345177 0.360161 0.865086
1305031463.695640 -2.128708 0.102044 0.094185 -0.046861 0.344898 0.356072 0.867215
1305031463.727588 -2.110412 0.102758 0.071605 -0.050452 0.339806 0.354795 0.869544
1305031463.759674 -2.088576 0.099275 0.046278 -0.049007 0.338322 0.351369 0.871594
1305031463.795647 -2.083553 0.104837 0.029703 -0.043700 0.342442 0.339786 0.874854
1305031463.827761 -2.071311 0.106175 0.010007 -0.045086 0.341549 0.329824 0.878936
1305031463.859910 -2.056604 0.099625 -0.012496 -0.046849 0.341993 0.320708 0.882039
1305031463.895648 -2.053166 0.099443 -0.028659 -0.043295 0.345726 0.311511 0.884059
1305031463.927664 -2.045194 0.096456 -0.046649 -0.042998 0.344152 0.306157 0.886554
1305031463.959680 -2.033548 0.090517 -0.065811 -0.042745 0.339556 0.301065 0.890076
1305031463.995821 -2.025123 0.085522 -0.085886 -0.040165 0.336732 0.293591 0.893758
1305031464.027703 -2.020964 0.084240 -0.106192 -0.038521 0.334076 0.285830 0.897335
1305031464.059652 -2.009739 0.075890 -0.125272 -0.040507 0.332678 0.276858 0.900575
1305031464.095634 -2.004203 0.069904 -0.143912 -0.038143 0.334066 0.267741 0.902917
1305031464.127681 -2.003809 0.063353 -0.158530 -0.036011 0.334294 0.262867 0.904352
1305031464.159817 -1.999439 0.052043 -0.172179 -0.031664 0.331099 0.262168 0.905891
1305031464.195585 -1.997998 0.042469 -0.187087 -0.022205 0.325840 0.257943 0.909286
1305031464.227624 -2.005471 0.043333 -0.198602 -0.009680 0.319912 0.251169 0.913497
1305031464.259644 -2.007985 0.044616 -0.209452 -0.001429 0.307682 0.247795 0.918655
1305031464.295667 -2.002883 0.042746 -0.225155 0.001821 0.291064 0.243534 0.925186
